Rank,SKU,Product_Name,Product_Type,Vendor,Revenue,Quantity,Avg_Price,Order_Count,Current_Price,Current_Inventory,Status
634,PATRIOT-6,The Patriot v3.0 - Blue Chartreuse,Walking Baits,MONSTERBASS,433.86,42,10.33,31,10.00,0,ACTIVE
635,Ragnar-70,Ragnar - Purple Haze,Walking Baits,MONSTERBASS,433.74,36,12.05,27,10.00,0,ARCHIVED
636,S6-37,Seeker 6 - Ghost Shad,Crankbaits,MONSTERBASS,431.52,53,8.14,45,8.00,126,ACTIVE
637,CB38-11,Original Chatterbait - Blue/Black,Bladed Jigs,Z-Man Fishing Products,431.1,90,4.79,58,4.79,0,ARCHIVED
638,S12-50,Seeker 12 - Oneida Perch,Crankbaits,MONSTERBASS,430.93,53,8.13,49,8.00,86,ACTIVE
639,PKG1001,"18.5"" Classic Pit Barrel® Cooker - Just the PBC",Food Smokers,Pit Barrel Cooker,429.99,1,429.99,1,429.99,725,ACTIVE
640,SB-24,SquareBanger - LIMITED EDITION: Creamsicle,Squarebill,MONSTERBASS,428.67,33,12.99,25,8.00,0,ACTIVE
641,S6-22,Seeker 6 - Candy Apple Craw,Crankbaits,MONSTERBASS,428.47,52,8.24,34,8.00,115,ACTIVE
642,gold-paid-monthly-1,Gold Monthly Pass - 1 Month,Subscription Box,MONSTERBASS,428.35,13,32.95,11,32.95,-25,ACTIVE
643,MRCSLC-227,Mr. Crappie Slabalicious - Monkey Shine,Panfish Baits,Strike King,428.0,107,4.0,27,99.00,0,ARCHIVED
644,511-hgryblk-Bpuffm,Flat Bill Puff Logo Hat - Black,Hats,MONSTERBASS,428.0,18,23.78,15,25.00,0,ARCHIVED
645,RCRPK,Eagle Claw Crappie/Panfish Kit,Panfish Baits,Eagle Claw Fishing Tackle,427.85,43,9.95,22,9.95,0,ARCHIVED
646,KF-FREAK-SSPECIAL,KCL Freak 1.5 Squarebill - Sabatini Special,Squarebill,Kingfisher Custom Lures,427.54,73,5.86,71,8.00,532,ACTIVE
647,GT375-349PK4,September's Mystery Soft Plastics,Unclassified,Z-Man Fishing Products,426.72,136,3.14,131,5.50,0,ACTIVE
648,MB-MCRANK-8-CBB,Seeker 8 - Chartreuse Black Back,Crankbaits,MONSTERBASS,425.32,49,8.68,9,8.99,0,ARCHIVED
649,HT-Q,Jersey Pickles Hot Pickled Green Tomatoes - QUART,Pickles,Jersey Pickles,425.31,29,14.67,28,15.99,850,ACTIVE
650,MB-NEWG-C-18,Sabertooth EWG Ned Heads - 1/8oz / Chartreuse,Jigs,MONSTERBASS,424.41,129,3.29,54,3.29,0,ARCHIVED
651,MB-HOODIE-CLASSIC-L-BLKCAMO,Black Camo Hoodie (L) - L,Hoodies & Outerwear,MONSTERBASS,421.9,14,30.14,14,29.00,0,ARCHIVED
652,MB-PATRIOT3-BABYRAGNAR,October's Mystery Hard Bait,Unclassified,MONSTERBASS,420.15,86,4.89,77,7.00,0,ARCHIVED
653,112P-CAMOBLK-TRAP,Trap Hat - Camo,Hats,MONSTERBASS,420.0,21,20.0,21,25.00,24,ACTIVE
654,silver-0524,Silver Monthly: May 2024,Subscription Box,MONSTERBASS,420.0,21,20.0,18,20.00,0,ARCHIVED
655,mb-subscription-south-alt,Platinum Series South: every other month,Subscription Box,MONSTERBASS,418.0,11,38.0,11,35.00,0,ARCHIVED
656,MB-MCRANK-8-BLACKOUT,Seeker 8 - Blackout,Crankbaits,MONSTERBASS,416.82,48,8.68,8,8.99,0,ARCHIVED
657,MB-MCRANK-8-GREENSEXY,Seeker 8 - Green Sexy,Crankbaits,MONSTERBASS,416.82,48,8.68,8,8.99,0,ARCHIVED
658,PPS38-BB,Pacemaker Swim Jig - 3/8oz / Black Blue,Swim Jigs,V&M Baits,414.0,69,6.0,6,6.00,0,ACTIVE
659,PPS12-TS,Pacemaker Swim Jig - 1/2oz / Threadfin Shad,Swim Jigs,V&M Baits,414.0,69,6.0,5,6.00,0,ACTIVE
660,VF-CRANK4-CHART,MC65 Series 4 - Chartreuse Black Back,Crankbaits,Vicious Fishing,413.54,46,8.99,36,8.99,12,ACTIVE
661,Ragnar-67,Ragnar - Chrome,Walking Baits,MONSTERBASS,411.78,35,11.77,24,10.00,0,ARCHIVED
662,6373292_10783,MONSTER/BASS Hoodie - Black / 2XL,Hoodies & Outerwear,MONSTERBASS.,410.0,10,41.0,10,41.00,9987,ACTIVE
663,CB38-61,Original Chatterbait - Chart/White  Gold,Bladed Jigs,Z-Man Fishing Products,409.57,85,4.82,49,4.79,0,ARCHIVED
664,32125,Hot Shot Minnow - BP Special,Soft Swimbaits,X Zone Lures,408.46,71,5.75,18,5.99,550,ACTIVE
665,DOB-DBBS38-121,Dobyn's D Blade Spinnerbait - Shimmer Shad Colorado Willow,Spinnerbaits,Dobyn’s,407.52,48,8.49,44,8.49,0,ACTIVE
666,GRND3-BNE,"Grenade 2.75"" - Bone",Baits,"ThunderHawk, Inc",406.82,127,3.2,119,6.00,0,ARCHIVED
667,BMB-DS-3,Donkey Snacks - Brown,Frogs,Bucketmouth Brand,404.55,54,7.49,28,7.00,0,ACTIVE
668,B8-USS-B8FISH,Ultimate Strike Shad - B8Fish,Crankbaits,B8 Lab,403.19,45,8.96,39,8.99,250,ACTIVE
669,donation-100,"Join the $10,000 Challenge to Support Our Veterans - $100",Unclassified,MONSTERBASS,400.0,4,100.0,3,100.00,-4,ACTIVE
670,SSINK-92PK6,ZinkerZ - Watermelon Candy,Worms,Z-Man Fishing Products,399.2,80,4.99,15,4.99,21,ACTIVE
671,SRW01F65-2,Bucket Get'R Frog - Bone,Frogs,Bucketmouth Brand,397.55,46,8.64,39,7.00,187,ACTIVE
672,MB-TFW-38,3/8 oz. Tungsten Flipping Weight,Tungsten,MONSTERBASS,397.47,153,2.6,57,2.59,646,ACTIVE
673,GOLD-0324,Gold 3 Month: March 2024 - 3 Month,Subscription Box,,396.0,21,18.86,21,,,
674,MB-SHHEAD-10K,Hammerhead Squarebill – Alex Rudd Edition - 10k,Squarebill,MONSTERBASS,395.68,47,8.42,45,8.00,0,ARCHIVED
675,FJ4,Hendrix Fishing Voodoo Frog - Gold,Frogs,Hendrix Fishing,394.2,36,10.95,11,7.00,0,ACTIVE
676,LH-BEJ-ASST,Big Eye Tail Spin,Jigs,Lunkerhunt,394.05,71,5.55,50,5.29,0,ARCHIVED
677,MB-POPPER2-MIDNIGHT,Mad Max Popper - Midnight Run,Topwater,MONSTERBASS,393.0,49,8.02,4,8.00,0,ARCHIVED
678,INDIANA-10,Hoosier Daddy - Bluegill,Spinnerbaits,MONSTERBASS,392.0,49,8.0,40,8.00,117,ACTIVE
679,MB-SS99-CLOWN,Slick Stick 99 Floating - Clown,Jerkbaits,MONSTERBASS,391.49,46,8.51,4,7.00,0,ARCHIVED
680,VF-BEAVER-07-06,Angry Beaver - Hematoma,Craws & Creatures,Vicious Fishing,390.81,174,2.25,75,1.49,51,ACTIVE
681,VF-POP-BLACK,V-Pop 80 Popper - Blackout,Popper,Vicious Fishing,390.61,44,8.88,33,8.99,40,ACTIVE
682,D45Z-MB-4/0-3PK,"Fat Gap, 4/0 Bleeding EWG",Hooks,TTI,390.0,130,3.0,22,3.00,0,ARCHIVED
683,WPL90/23,Whopper Plopper - 90 / Terminator,Topwater,River2Sea,388.71,29,13.4,11,14.99,0,ARCHIVED
684,VF-POP-GILL,V-Pop 80 Popper - Green Gill,Popper,Vicious Fishing,388.63,44,8.83,31,8.99,54,ACTIVE
685,GMIN-27PK6,Z-Man MinnowZ - Pearl Blue Glimmer,Soft Swimbaits,Z-Man Fishing Products,388.0,97,4.0,65,4.00,453,ACTIVE
686,ICBM120/07,River2Sea ICBM Glide Bait - Powder,Swimbaits,River2Sea,385.11,39,9.87,14,7.99,0,ARCHIVED
687,INDIANA-2,Hoosier Daddy - White & Chartreuse,Spinnerbaits,MONSTERBASS,384.0,48,8.0,37,8.00,100,ACTIVE
688,VF-BEAVER-04-06,Angry Beaver - PB&J Laminate,Craws & Creatures,Vicious Fishing,380.46,140,2.72,64,1.49,0,ACTIVE
689,BMFW7-WR,Flow Worm | BASSMOOCH - Watermelon Red,Worms,Bassmooch,379.65,96,3.95,87,5.99,488,ACTIVE
690,J110SP-29,Suspending Jerkbait - Natural Shad,Jerkbaits,Ark Fishing,379.62,38,9.99,10,9.99,8,ACTIVE
691,3001-69-M-Xl,Orange Crush Logo Tee (L-2X) - XL,Shirts,MONSTERBASS,378.0,18,21.0,18,21.00,29,ACTIVE
692,TUF50T500,Ultimate Frog - Green/Yellow,Frogs,LIVETARGET,376.71,29,12.99,26,12.99,182,ACTIVE
693,CBWV38-01PK2,Chatterbait Willow Vibe - 3/8oz / Pearl,Bladed Jigs,Z-Man Fishing Products,373.34,60,6.22,39,6.29,0,ARCHIVED
694,MB-TFJ-38-CNDYC,Tungsten Football Jig - Candy Craw,Football Jigs,MONSTERBASS,372.0,62,6.0,35,6.00,308,ACTIVE
695,MB-TTDRC-14-2,Tungsten Drop Shot Weights - Casting / 1/4 oz - 2 pack,Tungsten,MONSTERBASS,370.4,94,3.94,44,4.00,833,ACTIVE
696,TMM-37,Money Maker - Gizzard Shad,Crankbaits,MONSTERBASS,369.0,41,9.0,23,9.00,46,ACTIVE
697,TMM-34,Money Maker - Ghost Sexy Shad,Crankbaits,MONSTERBASS,369.0,41,9.0,25,9.00,40,ACTIVE
698,sku-51979285397820,"**NEW** Heater Body Suit Xtreme Realtree Edge - Small/Medium (5'4"" - 5'8"")",Clothing,Killz Products,369.0,1,369.0,1,369.00,39,ACTIVE
699,sku-51979285496124,"**NEW** Heater Body Suit Xtreme Realtree Edge - XXLarge (6'4"" - 6'8"")",Clothing,Killz Products,369.0,1,369.0,1,369.00,0,ACTIVE
700,MB-HWORM-WRC,The Dirk Wiggler - Watermelon Red Chartreuse,Worms,MONSTERBASS,367.83,67,5.49,39,5.49,0,ARCHIVED
701,FLATLINE-40,Flatline - Green Sexy,Squarebill,MONSTERBASS,365.94,45,8.13,35,8.00,227,ACTIVE
702,WPL75/13,Whopper Plopper - 75 / Munky Butt,Topwater,River2Sea,363.74,26,13.99,24,14.99,0,ARCHIVED
703,VF-CRANK3-BLUE,SC-70 Crankbait - Spring Bluegill,Crankbaits,Vicious Fishing,363.64,41,8.87,38,8.99,51,ACTIVE
704,MB-HAT-MB-PUFF-NAVY,Puffmaster Classic Trucker - 112RE,Hats,MONSTERBASS,360.0,18,20.0,18,25.00,0,ARCHIVED
705,6373292_10782,MONSTER/BASS Hoodie - Black / XL,Hoodies & Outerwear,MONSTERBASS.,360.0,9,40.0,9,40.00,9989,ACTIVE
706,sku-46485398257920,Handcrafted Cowboy Knife with Rasp Blade & Resin Handle – Leather Sheath,Cowboy Knife,Texan Knives,360.0,3,120.0,3,120.00,11,ACTIVE
707,sku-28802581200960,Raindrop Damascus Steel ULU Knife,Ulu Knives,KBS Knives Store,360.0,3,120.0,2,120.00,4,ACTIVE
708,INV100S.SC3,Quantum Invade 100 Baitcast Reel,Fishing Reel,Quantum,359.92,8,44.99,5,47.99,0,ARCHIVED
709,BURNERD-12-4,Blade Burner | Double Willow Spinnerbait - 1/2oz / Oneida Perch,Spinnerbaits,MONSTERBASS,359.0,43,8.35,20,8.00,30,ACTIVE
710,S6-9,Seeker 6 - Blue Sexy,Crankbaits,MONSTERBASS,357.46,43,8.31,35,8.00,137,ACTIVE
711,mb-amz-multi,Amazon Multispecies Box,Tackle Bundle,MONSTERBASS,356.44,9,39.6,9,36.00,84,ARCHIVED
712,SB-23,SquareBanger - Crawlicious,Squarebill,MONSTERBASS,354.81,42,8.45,33,8.00,0,ACTIVE
713,CT3-5-19,Member Exclusive: ARK Squarebill,Unclassified,Ark Fishing,353.88,54,6.55,49,8.99,75,ACTIVE
714,MB-TJIG-3,Tungsten Football Jig - 3 Pack,Tackle Bundle,MONSTERBASS,352.0,22,16.0,21,16.00,0,ARCHIVED
715,VF-BEAVER-03-06,Angry Beaver - Orange Craw Swirl,Craws & Creatures,Vicious Fishing,351.86,132,2.67,58,1.49,0,ACTIVE
716,sku-46372354392320,"Western Cowboy Knife – Damascus Steel, Pine Cone Resin & Brass Handle",Cowboy Knife,Texan Knives,351.0,3,117.0,3,117.00,5,ACTIVE
717,donation-50,Donation to Support Veteran Families - $50,Unclassified,MONSTERBASS,350.0,7,50.0,7,2.00,0,ACTIVE
718,sku-26902748528704,Beautiful Custom Handmade Damascus Steel Steak Knives - Five Piece Set ( Exact on Picture With Different Material Handle ),Knives,KBS Knives Store,350.0,1,350.0,1,350.00,0,ACTIVE
719,sku-46494202691840,Ranch Cowboy Knives – Handmade Rasp Tool Blade with Pine Cone Handle 8,Cowboy Knife,Texan Knives,348.0,3,116.0,3,116.00,8,ACTIVE
720,VF-FROG-GREEN,The Pad Runner - Green,Frogs,Vicious Fishing,346.67,40,8.67,37,7.00,43,ACTIVE
721,MB-SHIRT-RAG-HCEM-XL,Epic Eric's Rise n' Glide - XL,Shirts,MONSTERBASS,344.0,19,18.11,14,20.00,39,ACTIVE
722,781496803729,Ghillie Grub - GP Purple Gold,Grubs,3 Brothers Baits,342.68,52,6.59,40,6.59,70,ACTIVE
723,platinum-multi-paid-monthly-12,Platinum Monthly Pass - Bass & Panfish / 12 Months,Subscription Box,MONSTERBASS,341.55,9,37.95,9,37.95,-32,ACTIVE
724,BB-BDAWG-SCALES,Bruiser Cruiser Crankbait - Scales,Crankbaits,Bruiser Baits,340.63,38,8.96,35,8.99,95,ACTIVE
725,DEW-45-L,THE Tee (L-XL) - L,Apparel,MONSTERBASS,340.0,17,20.0,16,20.00,0,ARCHIVED
726,J110SP-66,Suspending Jerkbait - Pearl,Jerkbaits,Ark Fishing,339.66,34,9.99,7,9.99,0,ACTIVE
727,VF-BEAVER-02-06,Angry Beaver - Easy Money,Craws & Creatures,Vicious Fishing,339.49,127,2.67,52,1.49,0,ACTIVE
728,WACKYO,Wacky Rig Tool - Blue,Fishing Tools,MONSTERBASS,338.31,49,6.9,46,6.99,658,ACTIVE
729,MONSTERS-344-L,MONSTERS Tee - L,Apparel,MONSTERBASS,338.0,27,12.52,27,7.50,0,ARCHIVED
730,R1175-HGAY,Hardcore Noi-Z Jr - Gold Ayu,Walking Baits,Yo-Zuri,336.98,37,9.11,34,10.99,0,ACTIVE
731,112P-CAMOBLK-BPUFFM,Black Puff Logo Hat,Hats,MONSTERBASS,336.0,14,24.0,14,25.00,0,ARCHIVED
732,S12-41,Seeker 12 - Jade Shad,Crankbaits,MONSTERBASS,335.92,41,8.19,31,8.00,99,ACTIVE
733,BEET01,Battle Beetle - Canopy,Craws & Creatures,Lunkerhunt,335.67,34,9.87,34,9.99,0,ARCHIVED
734,MB-BEANIE-SLOUCHY,Rick's Favorite Beanie,Hats,MONSTERBASS,334.95,21,15.95,18,15.95,37,ACTIVE
735,MB-TTDRC-38-3,Tungsten Drop Shot Weights - Casting / 3/8 oz - 3 pack,Tungsten,MONSTERBASS,333.6,56,5.96,28,6.00,0,ACTIVE
736,SSSPINNERBAIT-10170,Double WIllow Spinnerbait - Yellow/Green,Spinnerbaits,SteelShad,332.63,37,8.99,34,8.99,0,ARCHIVED
737,LH-ITURB-MISC,July's Member Exclusive Buzzbait,Unclassified,Lunkerhunt,330.37,65,5.08,65,8.00,0,ARCHIVED
738,VF-BEAVER-05-06,Angry Beaver - Summer Craw,Craws & Creatures,Vicious Fishing,330.15,120,2.75,52,1.49,0,ACTIVE
739,MB-TOKYO-3,Sabertooth Tokyo Rig - 3/0,Hooks,MONSTERBASS,330.0,66,5.0,35,5.00,485,ACTIVE
740,MB-SHIRT-RAG-HCEM-L,Epic Eric's Rise n' Glide - L,Shirts,MONSTERBASS,330.0,20,16.5,16,20.00,34,ACTIVE
741,6965525_16710,MONSTER/BASS Trucker Cap - Heather/ Black,Hats,MONSTERBASS.,330.0,15,22.0,14,25.00,9983,ACTIVE
742,sku-50813040460073,Handmade Buckaroo Knife for Wrangler – D2 Steel with Antler Horn & Rosewood,Cowboy Knife,KBS Knives Store,330.0,3,110.0,3,110.00,0,ACTIVE
743,PKG1001J,"14"" Pit Barrel® Cooker Junior - Just the PBJ",Food Smokers,Pit Barrel Cooker,329.99,1,329.99,1,329.99,282,ARCHIVED
744,S6ITIPL,"6"" TITANIUM PLIERS",Fishing Tools,SORD Fishing Products,329.95,1,329.95,1,329.95,74,ARCHIVED
745,Ragnar-58,Ragnar - Sleepover,Walking Baits,MONSTERBASS,324.75,25,12.99,20,12.00,0,ARCHIVED
746,TS115-36,Ark Topwater Slider - LY Special,Topwater,Ark Fishing,323.89,36,9.0,35,8.99,0,ARCHIVED
747,CB38-54,Original Chatterbait - Sexy Shad,Bladed Jigs,Z-Man Fishing Products,320.93,67,4.79,49,4.79,0,ARCHIVED
748,RETRO-344-XL,Retro Logo Tee (L-XL) - XL,Shirts,MONSTERBASS,320.0,19,16.84,19,18.00,26,ACTIVE
749,XRM-80-GHOST FRENCH PEARL-2014,Reaction Strike Revolution Crankbait X Rip Minnow - 80 / Ghost French Pearl,Baits,Trophy Technologies,320.0,40,8.0,3,8.00,0,ARCHIVED
750,CMFR,"Custom Speed Stick 7'2"" Casting - Frog Rod",Fishing Rod,Lew's,319.98,2,159.99,1,159.99,6,DRAFT
751,C-578MF,"LUNKERSTICK Pro Series - Casting: 7'8"" Medium Heavy - Moderate Fast",Fishing Rod,MONSTERBASS,319.9,2,159.95,2,159.95,-3,ACTIVE
752,C-574MF,"LUNKERSTICK Pro Series - Casting: 7'4"" Medium Heavy - Moderate Fast",Fishing Rod,MONSTERBASS,319.9,2,159.95,2,159.95,-2,ACTIVE
753,C-470F,LUNKERSTICK Pro Series - Casting: 7' Medium - Fast,Fishing Rod,MONSTERBASS,319.9,2,159.95,2,159.95,-2,ACTIVE
754,USJ786-38-TS-1,Mustad 3/8 oz Underspin Shad - Tennessee,Jig Heads,Mustad,319.51,89,3.59,49,2.99,0,ACTIVE
755,gold-paid-monthly-12,Gold Monthly Pass - 12 Months,Subscription Box,MONSTERBASS,318.45,11,28.95,11,28.95,-36,ACTIVE
756,CB38-46,Original Chatterbait - Perch,Bladed Jigs,Z-Man Fishing Products,317.35,66,4.81,45,4.79,0,ARCHIVED
757,MB-PJACKET-M,Hyper Loft Puffy Jacket - M,Hoodies & Outerwear,MONSTERBASS,316.0,4,79.0,4,79.00,11,ACTIVE
758,S12-15,Seeker 12 - Green Blue Back,Crankbaits,MONSTERBASS,315.8,37,8.54,25,8.00,143,ACTIVE
759,TMM-42,Money Maker - Orange Julius,Crankbaits,MONSTERBASS,315.0,35,9.0,19,9.00,57,ACTIVE
760,sku-49436377809193,"Wild West Knife 8"" Rasp Steel with Purple Resin Handle",Cowboy Knife,KBS Knives Store,315.0,3,105.0,3,105.00,0,ACTIVE
761,CTHMP518,Cane Thumper - Chick Magnet,Soft Swimbaits,Big Bite Baits,313.5,57,5.5,9,5.50,0,ARCHIVED
762,NAIL-116-8,Tungsten Nail Weights,Tungsten,MONSTERBASS,313.0,65,4.82,38,5.00,0,ARCHIVED
763,BJ11,April's Member Exclusive Jig,Unclassified,BO's Jigs,311.86,94,3.32,85,2.99,0,ARCHIVED
764,Ragnar-26,Ragnar - Cylon,Walking Baits,MONSTERBASS,311.76,24,12.99,14,10.00,0,ARCHIVED
765,silver-0324,Silver Monthly: March 2024,Subscription Box,MONSTERBASS,310.0,12,25.83,12,30.00,0,DRAFT
766,MB-SHIRT-DGH-GREY-XL,Swimming with the Fishes - XL,Shirts,MONSTERBASS,310.0,26,11.92,25,20.00,21,ACTIVE
767,CTHMP507,Cane Thumper - Alewife,Soft Swimbaits,Big Bite Baits,308.0,56,5.5,5,5.50,0,ARCHIVED
768,6965525_16709,MONSTER/BASS Trucker Cap - Charcoal/ Black,Hats,MONSTERBASS.,308.0,14,22.0,13,25.00,9985,ACTIVE
769,TCVSJ38-453,Strike King Thunder Cricket - 3/8 oz / Olive Shad,Bladed Jigs,Strike King,307.78,22,13.99,21,13.99,0,ACTIVE
770,MB-NEDEWG-GRAPE-316,Sabertooth EWG Ned Heads - 3/16oz / Grape,Jigs,MONSTERBASS,305.97,93,3.29,54,3.29,0,ARCHIVED
771,TS115-39,Ark Topwater Slider - Chart Dog,Topwater,Ark Fishing,305.9,34,9.0,34,8.99,0,ARCHIVED
772,60205,Buzz Frog - Margarita Rattler,Topwater,Blitz Lures,305.76,39,7.84,32,6.00,0,ARCHIVED
773,TEAM-06-XL,Team MONSTERBASS - XL,Apparel,MONSTERBASS,304.0,28,10.86,27,8.00,0,ARCHIVED
774,VF-POP-BONE,V-Pop 80 Popper - Bone,Popper,Vicious Fishing,302.69,34,8.9,22,8.99,14,ACTIVE
775,MJHB1-BM,Ike's Head Banger Jig - Bamer Craw,Jigs,Missile Baits,302.47,53,5.71,47,5.99,0,ARCHIVED
776,45BFE-05,BFE Flipping Bait - Green Pumpkin,Craws & Creatures,Big Bite Baits,300.51,56,5.37,9,5.49,0,DRAFT
777,mb-subscription-silver-23900,Special Edition MONSTERBASS Box,Subscription Box,MONSTERBASS,300.0,15,20.0,12,20.00,0,ARCHIVED
778,sku-44274262737152,"Western Bowie Knife – 15"" J2 Hand-Forged Steel Blade with Antler Horn or Resin Handle & Leather Sheath",Bowie Knives,Texan Knives,300.0,2,150.0,2,150.00,3,ACTIVE
779,SY-PBRD120-RD,"SYP 120 12"" Push Bike - Red","12"" Push Bike","SYNDYT, LLC",299.99,1,299.99,1,299.99,172,ACTIVE
780,Gold-BS,November's Gold Box + FREE Hat - Black & Silver Hat + October Box,InternalUseOnly,MONSTERBASS,299.94,6,49.99,6,49.99,69,ACTIVE
781,Gold-BO,October's Gold Box + FREE Hat - Black & Orange Hat + October Box,InternalUseOnly,MONSTERBASS,299.94,6,49.99,6,49.99,69,ACTIVE
782,MB-AMZ-NAT,MONSTERBASS Gold Series Bass Fishing Kit. Includes The Best Brand Name baits for Smallmouth & Largemouth Bass.,Subscription Box,MONSTERBASS,299.9,10,29.99,9,28.00,0,ARCHIVED
783,BFGCSC4.5,"Berkley 4.5"" Side Cutter",Fishing Tools,Berkley,299.75,25,11.99,23,11.99,0,ARCHIVED
784,PLS30F,Quantum Pulse 30 Spinning Reel,Spinning Reel,Quantum,299.5,10,29.95,7,29.95,20,ACTIVE
785,KFK-FUN - FBM,"MONSTERBASS Kids Fishing Gear Set - Lure Making Kit for Beginners, Includes Bait Bag, Lure Blanks to Paint, Paint Kit & Brushes, Guidebook & Stickers - Creative Fishing Gear for Kids",,,299.5,10,29.95,9,,,
786,RDCRW-HD-02,Real Deal HD Craw - Black Red,Craws & Creatures,Big Bite Baits,298.0,50,5.96,6,5.00,0,ARCHIVED
787,SSS99-10,Slick Stick 99 Suspending - Bluegill,Jerkbaits,MONSTERBASS,297.76,35,8.51,33,8.00,0,ARCHIVED
788,BURNER-38-6,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / White/White,Spinnerbaits,MONSTERBASS,297.0,36,8.25,22,8.00,0,ACTIVE
789,INDIANA-6,Hoosier Daddy - White,Spinnerbaits,MONSTERBASS,296.0,37,8.0,26,8.00,113,ACTIVE
790,B8/FYSH-85-FLMSHNR,B8LAB Fyre Shad,Baits,B8 Lab,293.35,33,8.89,28,8.95,0,ARCHIVED
791,GMIN-259PK6,Z-Man MinnowZ - Bad Shad,Soft Swimbaits,Z-Man Fishing Products,292.0,73,4.0,52,4.00,0,ACTIVE
792,gold-0624,June 2024 - Gold,Subscription Box,MONSTERBASS,290.0,10,29.0,10,29.00,0,ARCHIVED
793,NKDUS3CR3DREG,Double Up System - Mossy Oak Country Roots 3D Leafy - Regular,Double Up System,Nukem Hunting,289.99,1,289.99,1,289.99,156,ACTIVE
794,kids-0925-old,Create A Bait - Kid's Fishing Kit: September 2025 OLD,Tackle Bundle,MONSTERBASS,289.9,14,20.71,10,24.95,-14,DRAFT
795,CL-TEE-SS-HG-L,Classic Logo Tee - L / Heather Grey/Grey,Apparel,MONSTERBASS,289.71,29,9.99,27,9.99,0,ARCHIVED
796,CB38-13,Original Chatterbait - Green Pumpkin/Black,Bladed Jigs,Z-Man Fishing Products,288.61,60,4.81,37,4.79,0,ARCHIVED
797,RETRO-344-L,Retro Logo Tee (L-XL) - L,Shirts,MONSTERBASS,288.0,16,18.0,16,18.00,13,ACTIVE
798,SS4500-GM-DEW-2X,Limited Edition MB Hoodie - 2X,Hoodies & Outerwear,MONSTERBASS,287.0,7,41.0,7,30.00,0,ARCHIVED
799,DSDSZ-TENT-C-FAST-D420,Weisshorn Instant Up Camping Tent 8 Person Pop up Tents Family Hiking,Home & Garden,Backcountry Sportsman,286.45,1,286.45,1,286.45,50156,ARCHIVED
800,LL-13,Primetyme CB 2.0 - Bleeding Tennessee Shad,Crankbaits,Livingston Lures,285.78,22,12.99,22,12.99,0,ARCHIVED
801,Ragnar-34,Ragnar - Ghost Sexy,Walking Baits,MONSTERBASS,285.78,22,12.99,17,10.00,0,ARCHIVED
802,S6-66,Seeker 6 - Snacks,Crankbaits,MONSTERBASS,285.46,34,8.4,31,8.00,146,ACTIVE
803,MB-SHHEAD-15-MUD,Hammerhead – Alex Rudd Edition - Mud Hunter,Squarebill,MONSTERBASS,284.82,32,8.9,19,8.00,0,ARCHIVED
804,S12-16,Seeker 12 - Chrome Threadfin,Crankbaits,MONSTERBASS,283.88,34,8.35,27,8.00,164,ACTIVE
805,sku-50342303891753,"Professional Bull Cutter Castration Knife - 7"" High Carbon Steel with Epoxy Resin Handle",Bull Cutter,KBS Knives Store,282.0,3,94.0,3,94.00,6,ACTIVE
806,SOUR-Q,Sour Pickled Green Tomatoes - QUART,Pickles,Jersey Pickles,281.41,19,14.81,18,15.99,5,ARCHIVED
807,S6-6,Seeker 6 - Blue Chrome,Crankbaits,MONSTERBASS,280.51,34,8.25,22,8.00,145,ACTIVE
808,CTHMP520,Cane Thumper - Smoky Ghost,Soft Swimbaits,Big Bite Baits,280.5,51,5.5,1,5.50,0,ARCHIVED
809,MB-HOODIE-MHEAD-BLK-L,Snagglefish Hoodie - L,Hoodies & Outerwear,MONSTERBASS,280.0,7,40.0,7,40.00,0,ARCHIVED
810,6581192_4613,Monsterboro Flat Bill Hat - White,Hats,MONSTERBASS.,280.0,14,20.0,14,25.00,9984,ACTIVE
811,HT-1/2G,Jersey Pickles Hot Pickled Green Tomatoes - 1/2 GALLON,Pickles,Jersey Pickles,279.88,12,23.32,12,24.99,8536,ACTIVE
812,platinum-multi-paid-monthly-3,Platinum Monthly Pass - Bass & Panfish / 3 Months,Subscription Box,MONSTERBASS,279.65,7,39.95,7,39.95,-17,ACTIVE
813,CB38-08,Original Chatterbait - White,Bladed Jigs,Z-Man Fishing Products,279.03,58,4.81,30,4.79,0,ARCHIVED
814,CL-BONE-2X,UV Moisture Wicking Sunshirt - 2X,UV Protection,MONSTERBASS,278.0,8,34.75,7,25.00,0,ARCHIVED
815,RSS-RED,Rod Sleeves (2 pack) - Spinning / Red,Fishing Rod Accessories,MONSTERBASS,277.86,36,7.72,27,2.99,0,ARCHIVED
816,B8-USS-BONE,Ultimate Strike Shad - SXY Bone,Crankbaits,B8 Lab,277.53,31,8.95,30,8.99,295,ACTIVE
817,MB-NEWG-C-316,Sabertooth EWG Ned Heads - 3/16oz / Chartreuse,Jigs,MONSTERBASS,276.36,84,3.29,48,3.29,0,ARCHIVED
818,VF-TOAD-302-4,Best Toad Ever - Watermelon Red,Frogs,Vicious Fishing,275.47,53,5.2,31,2.99,0,ACTIVE
819,POP011,Poppa Pete - Bone,Swimbaits,G-Ratt Baits,274.95,5,54.99,5,54.99,518,ACTIVE
